code,name,credit,program,size,language,teacher,dayOfWeek,slot,room,branch,weeks
ci6114,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
me7325,luận án tiến sĩ - phần 2,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
en5081,quy hoạch tài nguyên nước,3,ch01,12/56,v,hà quang khải,chủ nhật,- - - 4 5 6 - - - - - - - - - -,b8-301,1,
ge2011,c/sở khoa học đ/c dầukhí,3,l01_l01,2/60,v,thái bá ngọc,,,,,
ci2145,nền móng,4,a01,46/50,v,lê trọng nghĩa,thứ 3,- 2 3 4 - - - - - - - - - - - -,b6-301,1,
ci2145,nền móng,4,cc01,21/80,v,đỗ thanh hải,thứ 2,- 2 3 4 - - - - - - - - - - - -,b1-211,1,
ci2145,nền móng,4,l01,121/120,v,hoàng thế thao,thứ 5,- - - - - - - - 9 10 11 - - - - -,h1-404,2,
ci2145,nền móng,4,l02,120/120,v,nguyễn trung kiên,thứ 4,- 2 3 4 - - - - - - - - - - - -,h1-404,2,
ge2061,tr/tích học &nhịp đ/tầng,3,cc01,9/60,v,trần trung dũng,,,,,
ge2061,tr/tích học &nhịp đ/tầng,3,l01,60/60,v,nguyễn xuân khá,thứ 6,- - - - - - - 8 9 - - - - - - -,h3-102,2,
ge2061,tr/tích học &nhịp đ/tầng,3,l02,25/60,v,trần thị mai hương,thứ 6,- - - - - - - - - 10 11 - - - - -,h3-207,2,
as5279,thực tập 2,3,ch01,0/80,v,,chưa biết,--,------,1,
ee3419,điện tử công suất,3,cc01_cc01,20/20,v,phan quốc dũng,,,,,
ee3419,điện tử công suất,3,cc01_cc02,10/20,v,phan quốc dũng,,,,,
ee3419,điện tử công suất,3,cc01_cc03,20/20,v,phan quốc dũng,,,,,
ci5001,đồ án chuyên ngành,2,a01,6/60,v,chưa/đang phân công,chưa biết,--,------,1,
ci5001,đồ án chuyên ngành,2,cc01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
ci5001,đồ án chuyên ngành,2,l01,0/900,v,chưa/đang phân công,chưa biết,--,------,2,
ci5001,đồ án chuyên ngành,2,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
ma4323,luận văn tốt nghiệp,9,t01,0/500,v,lương thị quỳnh anh,chưa biết,--,------,1,
ci5013,ky thuat ha tang do thi,3,a01,13/40,v,hồ tuấn đức,thứ 6,- - - 4 5 - - - - - - - - - - -,c4-302,1,
ch4151,mỹ phẩm chức năng,3,l01,20/60,v,lê xuân tiến,thứ 2,- - - - - - - - 9 10 - - - - - -,h3-405,2,
tr4113,đồ án chuyên ngành tàu thủy ( song ngành),2,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
me6109,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 4,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
tr6027,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1,9,ch01,0/200,v,trần đăng long,chưa biết,--,------,1,
ch2115,thí nghiệm hóa phân tích,1,cc01,37/40,v,phan hồng phương,chủ nhật,- 2 3 4 5 6 - - - - - - - - - -,b2-206,1,
ch2115,thí nghiệm hóa phân tích,1,l01,31/40,v,,chủ nhật,- 2 3 4 5 6 - - - - - - - - - -,b2-206,1,
ch2115,thí nghiệm hóa phân tích,1,l02,23/40,v,,chủ nhật,- - - - - - - 8 9 10 11 12 - - - -,b2-206,1,
im5115,thực tập chuyên đề kinh doanh 1,3,ch01,20/80,v,mai thị mỹ quyên,chưa biết,--,------,1,
ee7121,chuyên đề tiến sĩ - phần 1,0,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
as7145,luận án tiến sĩ - phần 5,15,ns01,0/200,v,,chưa biết,--,------,1,
iu4025,chi phí bảo trì,3,l01_l01,11/60,v,nguyễn thanh trương,,,,,
tr4015,thí nghiệm kỹ thuật hk 3,1,a01,30/30,v,,thứ 4,- - - - - - - - - 10 11 12 - - - -,c5-101,1,
ci4357,luận văn tốt nghiệp,9,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
im7941,luận án tiến sĩ - phần 3,15,ns01,0/200,v,phạm ngọc trâm anh,chưa biết,--,------,1,
ci4169,đồ án chuyên ngành,2,l01,6/40,v,lương bảo bình,chưa biết,--,------,2,
ci4169,đồ án chuyên ngành,2,t01,3/500,v,chưa/đang phân công,chưa biết,--,------,1,
as2047,vật lý sóng,3,a01_a01,31/50,v,huỳnh quang linh,,,,,
me7343,luận án tiến sĩ - phần 2,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ma7127,luận án tiến sĩ - phần 5,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee3101,kỹthuật t/kiệm &sd hqđn,3,l01,42/60,v,,thứ 6,- 2 3 - - - - - - - - - - - - -,h3-305,2,
me2115,thực tập kỹ thuật,2,a01,0/9000,v,phạm ơng tng,chưa biết,--,------,1,
me2115,thực tập kỹ thuật,2,cc01,5/9000,v,phạm ơng tng,chưa biết,--,------,1,
me2115,thực tập kỹ thuật,2,l01,13/30,v,phạm ơng tng,chưa biết,--,------,2,
en2061,các quá trình hoá học và hoá lý trong kỹ thuật môi tr,3,cc01,11/60,v,dư mỹ lệ,thứ 6,- - - - - - - - - - 11 12 - - - -,c6-602,1,
en2061,các quá trình hoá học và hoá lý trong kỹ thuật môi tr,3,l01,50/80,v,dư mỹ lệ,thứ 5,- - - 4 5 - - - - - - - - - - -,h3-404,2,
en2061,các quá trình hoá học và hoá lý trong kỹ thuật môi tr,3,l02,80/85,v,dư mỹ lệ,thứ 3,- 2 3 - - - - - - - - - - - - -,h3-403,2,
ci7625,luận án tiến sĩ - phần 1,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ci5451,quản lý kinh doanh xây dựng,3,ch01,27/60,v,nguyễn anh thư,thứ 7,- - 3 4 5 - - - - - - - - - - -,b6-302,1,
ch4357,đồ án tốt nghiệp,4,a01,28/9000,v,,chưa biết,--,------,1,
ch4357,đồ án tốt nghiệp,4,cc01,107/9000,v,,chưa biết,--,------,1,
ch4357,đồ án tốt nghiệp,4,l01,144/9000,v,,chưa biết,--,------,2,
ch4357,đồ án tốt nghiệp,4,t01,4/500,v,chưa/đang phân công,chưa biết,--,------,1,
ci5367,kết cấu nhà cao tầng,3,ch01,24/80,v,hồ đức duy,thứ 5,- - - - - - - - - - - - 13 14 15 -,b1-311,1,
ch7585,chuyên đề tiến sĩ - phần 2,0,ns01,0/200,v,lê vũ hà,chưa biết,--,------,1,
ci3289,lãnh đạo và khởi nghiệp,3,cc01,49/60,v,văn hồng tấn,,,,,
ci3289,lãnh đạo và khởi nghiệp,3,l01,90/90,v,trần nguyễn hoàng hùng,,,,,
ee3079,điện tử công suất ứd,3,l01,52/60,v,hồ thanh phương,thứ 5,- - - - - - - - 9 10 - - - - - -,h1-103,2,
co2007,kiến trúc máy tính,4,a01_a01,31/40,v,phạm quốc cường,,,,,
co2007,kiến trúc máy tính,4,cc01_cc01,42/40,v,phạm quốc cường,,,,,
co2007,kiến trúc máy tính,4,cc01_cc02,42/40,v,phạm quốc cường,,,,,
co2007,kiến trúc máy tính,4,cc02_cc03,42/40,v,,,,,,
co2007,kiến trúc máy tính,4,cc02_cc04,41/40,v,,,,,,
co2007,kiến trúc máy tính,4,l01_l01,32/40,v,đoàn minh vững,,,,,
co2007,kiến trúc máy tính,4,l01_l02,40/40,v,đoàn minh vững,,,,,
co2007,kiến trúc máy tính,4,l01_l03,40/40,v,đoàn minh vững,,,,,
co2007,kiến trúc máy tính,4,l02_l04,34/40,v,đoàn minh vững,,,,,
co1027,kỹ thuật lập trình,3,a01_a01,39/40,v,duong duc tin,,,,,
co1027,kỹ thuật lập trình,3,a01_a02,41/40,v,duong duc tin,,,,,
co1027,kỹ thuật lập trình,3,cc01_cc01,40/40,v,trần hồng tài,,,,,
co1027,kỹ thuật lập trình,3,cc01_cc02,39/40,v,trần hồng tài,,,,,
co1027,kỹ thuật lập trình,3,cc02_cc03,40/40,v,nguyễn đức dũng,,,,,
co1027,kỹ thuật lập trình,3,cc02_cc04,38/40,v,nguyễn đức dũng,,,,,
co1027,kỹ thuật lập trình,3,cc03_cc05,39/40,v,nguyễn quốc minh,,,,,
co1027,kỹ thuật lập trình,3,cc03_cc06,40/40,v,nguyễn quốc minh,,,,,
co1027,kỹ thuật lập trình,3,cc04_cc07,38/40,v,,,,,,
co1027,kỹ thuật lập trình,3,cc04_cc08,26/40,v,,,,,,
co1027,kỹ thuật lập trình,3,cc05_cc09,39/40,v,nguyễn quốc minh,,,,,
co1027,kỹ thuật lập trình,3,cc05_cc10,31/40,v,nguyễn quốc minh,,,,,
co1027,kỹ thuật lập trình,3,cc06_cc11,37/40,v,nguyễn quốc minh,,,,,
co1027,kỹ thuật lập trình,3,cc06_cc12,37/40,v,nguyễn quốc minh,,,,,
co1027,kỹ thuật lập trình,3,l01_l01,39/40,v,,,,,,
co1027,kỹ thuật lập trình,3,l01_l02,40/40,v,,,,,,
co1027,kỹ thuật lập trình,3,l01_l03,34/40,v,,,,,,
co1027,kỹ thuật lập trình,3,l02_l04,38/40,v,,,,,,
co1027,kỹ thuật lập trình,3,l02_l05,40/40,v,,,,,,
co1027,kỹ thuật lập trình,3,l02_l06,40/40,v,,,,,,
co1027,kỹ thuật lập trình,3,l03_l07,40/40,v,nguyễn đức dũng,,,,,
co1027,kỹ thuật lập trình,3,l03_l08,40/40,v,nguyễn đức dũng,,,,,
co1027,kỹ thuật lập trình,3,l03_l09,40/40,v,nguyễn đức dũng,,,,,
co1027,kỹ thuật lập trình,3,l04_l10,40/40,v,duong duc tin,,,,,
co1027,kỹ thuật lập trình,3,l04_l11,40/40,v,duong duc tin,,,,,
co1027,kỹ thuật lập trình,3,l04_l12,40/40,v,duong duc tin,,,,,
co1027,kỹ thuật lập trình,3,l05_l13,40/40,v,trần giang sơn,,,,,
co1027,kỹ thuật lập trình,3,l05_l14,40/40,v,trần giang sơn,,,,,
co1027,kỹ thuật lập trình,3,l05_l15,34/40,v,trần giang sơn,,,,,
tr2013,kết cấu ô tô,3,cc01_cc01,25/25,v,,,,,,
tr2013,kết cấu ô tô,3,cc01_cc02,20/25,v,,,,,,
tr2013,kết cấu ô tô,3,cc02_cc03,1/25,v,hồng đức thông,,,,,
tr2013,kết cấu ô tô,3,cc02_cc04,21/25,v,hồng đức thông,,,,,
tr2013,kết cấu ô tô,3,l01_l01,22/25,v,phạm ngọc đại,,,,,
tr2013,kết cấu ô tô,3,l01_l02,13/25,v,phạm ngọc đại,,,,,
tr2013,kết cấu ô tô,3,l02_l03,25/25,v,phạm ngọc đại,,,,,
tr2013,kết cấu ô tô,3,l02_l04,25/25,v,phạm ngọc đại,,,,,
tr2013,kết cấu ô tô,3,l03_l05,14/25,v,phạm ngọc đại,,,,,
tr2013,kết cấu ô tô,3,l03_l06,16/25,v,phạm ngọc đại,,,,,
ee7117,luận án tiến sĩ - phần 5,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ge2069,trắc địa công trình,3,l01,3/60,v,tô viết nam,chưa biết,--,------,2,
ma2007,hóa học polyme,3,a01_a01,23/60,v,la thị thái hà,,,,,
co7279,luận án tiến sĩ - phần 4,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee3043,cấu trúc máy tính,3,l01,46/60,v,nguyễn lý thiên trường,thứ 6,- - - - - - - - - - 11 12 - - - -,h3-305,2,
me2117,thí nghiệm cơ học máy,1,cc01,7/20,v,,thứ 3,- - - - - - - 8 9 10 11 12 - - - -,c1-105,1,
me2117,thí nghiệm cơ học máy,1,l01,33/35,v,trần trọng hỷ,thứ 2,- - - - - - - 8 9 10 11 12 - - - -,h3-203,2,
me2117,thí nghiệm cơ học máy,1,l02,12/35,v,trần trọng hỷ,thứ 2,- - - - - - - 8 9 10 11 12 - - - -,h3-203,2,
ee6081,chuyên đề nghiên cứu trước luận văn,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ma3141,kỹthuật phân tích v/liệu,3,a01_a01,14/70,v,,,,,,
me5207,nhiệt động lực học nâng cao,3,ch01,3/80,v,lê chí hiệp,chưa biết,--,------,1,
gk5035,"chuyên đề nghiên cứu: kỹ năng phân tích, viết, xuất bản nckh",3,ch01,80/80,v,nguyễn đình tuyên,thứ 2,- - - - - - - - - - - - 13 14 15 -,b1-208,1,
gk5035,"chuyên đề nghiên cứu: kỹ năng phân tích, viết, xuất bản nckh",3,ch02,80/80,v,,thứ 4,- - - - - - - - - - - - 13 14 15 -,b1-208,1,
ee3087,bảo vệ rơle trong htđiện,3,a01_a01,5/25,v,đặng tuấn khanh,,,,,
ee3087,bảo vệ rơle trong htđiện,3,a01_a02,4/25,v,đặng tuấn khanh,,,,,
ee3087,bảo vệ rơle trong htđiện,3,l01_l01,25/25,v,phạm thị minh thái,,,,,
ee3087,bảo vệ rơle trong htđiện,3,l01_l02,25/25,v,phạm thị minh thái,,,,,
ee3087,bảo vệ rơle trong htđiện,3,l02_l03,6/25,v,phạm thị minh thái,,,,,
ee3087,bảo vệ rơle trong htđiện,3,n1ht_n1h1,20/24,v,phạm thị minh thái,,,,,
ee3087,bảo vệ rơle trong htđiện,3,n1ht_n1h2,21/20,v,phạm thị minh thái,,,,,
ee3087,bảo vệ rơle trong htđiện,3,n1ht_n1h3,24/24,v,phạm thị minh thái,,,,,
ee3087,bảo vệ rơle trong htđiện,3,n1ht_n1ht,23/24,v,phạm thị minh thái,,,,,
ch7597,luận án tiến sĩ - phần 5,15,ns01,0/200,v,lê vũ hà,chưa biết,--,------,1,
as4347,đồ án tốt nghiệp,4,a01,0/900,v,trần thị thu hạnh,chưa biết,--,------,1,
as4347,đồ án tốt nghiệp,4,cc01,22/9000,v,trần thị thu hạnh,chưa biết,--,------,1,
as4347,đồ án tốt nghiệp,4,l01,24/9000,v,lê cao đăng,chưa biết,--,------,2,
as4347,đồ án tốt nghiệp,4,t01,0/500,v,trần thị thu hạnh,chưa biết,--,------,1,
as6041,đề án tốt nghiệp,9,ch01,2/200,v,huỳnh thị hồng diễm,chưa biết,--,------,1,
ch7567,chuyên đề tiến sĩ - phần 2,0,ns01,0/200,v,lê thị thủy tiên,chưa biết,--,------,1,
en5155,mô hình hóa môi trương (nâng cao),3,ch01,3/40,v,,chưa biết,--,------,1,
as6057,chuyên đề nghiên cứu trước luận văn,15,ch01,0/200,v,huỳnh thị hồng diễm,chưa biết,--,------,1,
pe1033,bóng đá (học phần 2),0,cc01,66/60,v,chưa/đang phân công,thứ 2,- 2 3 4 - - - - - - - - - - - -,b12-san1,1,
pe1033,bóng đá (học phần 2),0,cc02,47/60,v,chưa/đang phân công,thứ 2,- - - 4 5 6 - - - - - - - - - -,b12-san1,1,
pe1033,bóng đá (học phần 2),0,cc03,52/60,v,chưa/đang phân công,thứ 4,- - - - - - - 8 9 10 - - - - - -,b12-san1,1,
pe1033,bóng đá (học phần 2),0,cc04,60/60,v,chưa/đang phân công,thứ 4,- - - - - - - - - 10 11 12 - - - -,b12-san1,1,
pe1033,bóng đá (học phần 2),0,cc05,64/60,v,chưa/đang phân công,thứ 6,- 2 3 4 - - - - - - - - - - - -,b12-san1,1,
pe1033,bóng đá (học phần 2),0,l01,60/60,v,chưa/đang phân công,thứ 2,- 2 3 4 - - - - - - - - - - - -,tt the duc the t,2,
pe1033,bóng đá (học phần 2),0,l02,59/60,v,chưa/đang phân công,thứ 2,- - - - - - - - - 10 11 12 - - - -,tt the duc the t,2,
pe1033,bóng đá (học phần 2),0,l03,60/60,v,chưa/đang phân công,thứ 3,- 2 3 4 - - - - - - - - - - - -,tt the duc the t,2,
pe1033,bóng đá (học phần 2),0,l04,60/60,v,chưa/đang phân công,thứ 3,- - - - - - - - - 10 11 12 - - - -,tt the duc the t,2,
pe1033,bóng đá (học phần 2),0,l05,60/60,v,chưa/đang phân công,thứ 4,- 2 3 4 - - - - - - - - - - - -,tt the duc the t,2,
pe1033,bóng đá (học phần 2),0,l06,60/60,v,chưa/đang phân công,thứ 4,- - - - - - - - - 10 11 12 - - - -,tt the duc the t,2,
pe1033,bóng đá (học phần 2),0,l07,59/60,v,chưa/đang phân công,thứ 5,- - - - - - - - - 10 11 12 - - - -,tt the duc the t,2,
pe1033,bóng đá (học phần 2),0,l08,59/60,v,chưa/đang phân công,thứ 6,- 2 3 4 - - - - - - - - - - - -,tt the duc the t,2,
pe1033,bóng đá (học phần 2),0,l09,60/60,v,chưa/đang phân công,thứ 6,- - - - - - - - - 10 11 12 - - - -,tt the duc the t,2,
me5137,tuabin hơi và tuabin khí,3,ch01,8/60,v,trần văn hưng,thứ 7,- - - - - - - - - - - - 13 14 15 -,b4-301,1,
ma6019,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 2,15,ch01,1/200,v,chưa/đang phân công,chưa biết,--,------,1,
ci1033,vẽ kỹ thuật xây dựng,3,cc01_cc01,27/35,v,huỳnh tấn phát,,,,,
ci1033,vẽ kỹ thuật xây dựng,3,cc01_cc02,35/35,v,huỳnh tấn phát,,,,,
ci1033,vẽ kỹ thuật xây dựng,3,l01_l01,35/35,v,,,,,,
ci1033,vẽ kỹ thuật xây dựng,3,l01_l02,36/35,v,,,,,,
ci1033,vẽ kỹ thuật xây dựng,3,l02_l03,35/35,v,cù thị hồng yến,,,,,
ci1033,vẽ kỹ thuật xây dựng,3,l02_l04,35/35,v,cù thị hồng yến,,,,,
ci1033,vẽ kỹ thuật xây dựng,3,l03_l05,35/35,v,nguyễn thanh vân,,,,,
ci1033,vẽ kỹ thuật xây dựng,3,l03_l06,35/35,v,nguyễn thanh vân,,,,,
ci1033,vẽ kỹ thuật xây dựng,3,l04_l07,35/35,v,cù thị hồng yến,,,,,
ci1033,vẽ kỹ thuật xây dựng,3,l04_l08,35/35,v,cù thị hồng yến,,,,,
ci1033,vẽ kỹ thuật xây dựng,3,l05_l09,35/35,v,cù thị hồng yến,,,,,
ci1033,vẽ kỹ thuật xây dựng,3,l05_l10,35/35,v,cù thị hồng yến,,,,,
ci1033,vẽ kỹ thuật xây dựng,3,l06_l11,35/35,v,nguyễn thanh vân,,,,,
ci1033,vẽ kỹ thuật xây dựng,3,l06_l12,35/35,v,nguyễn thanh vân,,,,,
ci1033,vẽ kỹ thuật xây dựng,3,l07_l13,35/35,v,cù thị hồng yến,,,,,
ci1033,vẽ kỹ thuật xây dựng,3,l07_l14,35/35,v,cù thị hồng yến,,,,,
ci1033,vẽ kỹ thuật xây dựng,3,l08_l15,35/35,v,cù thị hồng yến,,,,,
ci1033,vẽ kỹ thuật xây dựng,3,l08_l16,35/35,v,cù thị hồng yến,,,,,
me2049,ung dung may tinh trg cn,3,cc01_cc01,28/30,v,nguyễn đức duy,,,,,
me2049,ung dung may tinh trg cn,3,cc01_cc02,25/30,v,nguyễn đức duy,,,,,
me2049,ung dung may tinh trg cn,3,cc02_cc03,13/30,v,nguyễn đức duy,,,,,
me2049,ung dung may tinh trg cn,3,cc02_cc04,6/30,v,nguyễn đức duy,,,,,
me2049,ung dung may tinh trg cn,3,l01_l01,20/30,v,,,,,,
me2049,ung dung may tinh trg cn,3,l01_l02,29/30,v,,,,,,
iu4013,đồ án chuyên ngành,2,a01,0/900,v,đặng anh duy,chưa biết,--,------,1,
iu4013,đồ án chuyên ngành,2,cc01,0/900,v,đặng anh duy,chưa biết,--,------,1,
iu4013,đồ án chuyên ngành,2,l01,14/60,v,đặng anh duy,chưa biết,--,------,2,
iu4013,đồ án chuyên ngành,2,t01,0/500,v,đặng anh duy,chưa biết,--,------,1,
ge6035,đề án tốt nghiệp,9,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee1005,kỹ thuật điện,3,l01_l01,24/31,v,nguyễn ngọc phúc diễm,,,,,
ci2037,vật liệu xây dựng,3,a01_a01,19/35,v,bùi phương trinh,,,,,
ci2037,vật liệu xây dựng,3,a01_a02,18/35,v,bùi phương trinh,,,,,
ci2037,vật liệu xây dựng,3,cc01_cc01,29/35,v,trần văn miền,,,,,
ci2037,vật liệu xây dựng,3,cc01_cc02,11/35,v,trần văn miền,,,,,
ci2037,vật liệu xây dựng,3,l01_l01,34/35,v,bùi phương trinh,,,,,
ci2037,vật liệu xây dựng,3,l01_l02,35/35,v,bùi phương trinh,,,,,
ci2037,vật liệu xây dựng,3,l02_l03,36/35,v,bùi phương trinh,,,,,
ci2037,vật liệu xây dựng,3,l02_l04,35/35,v,bùi phương trinh,,,,,
ci2037,vật liệu xây dựng,3,l03_l05,35/35,v,bùi đức vinh,,,,,
ci2037,vật liệu xây dựng,3,l03_l06,35/35,v,bùi đức vinh,,,,,
ci2037,vật liệu xây dựng,3,l04_l07,35/35,v,trần văn miền,,,,,
ci2037,vật liệu xây dựng,3,l04_l08,35/35,v,trần văn miền,,,,,
ci2037,vật liệu xây dựng,3,l05_l09,35/35,v,nguyễn ngọc thành,,,,,
ci2037,vật liệu xây dựng,3,l05_l10,35/35,v,nguyễn ngọc thành,,,,,
ci2037,vật liệu xây dựng,3,l06_l11,35/35,v,nguyễn ngọc thành,,,,,
ci2037,vật liệu xây dựng,3,l06_l12,36/35,v,nguyễn ngọc thành,,,,,
ci2037,vật liệu xây dựng,3,l07_l13,35/35,v,nguyễn ninh thụy,,,,,
ci2037,vật liệu xây dựng,3,l07_l14,35/35,v,nguyễn ninh thụy,,,,,
tr3077,t/nghiệm k/th hàngkhông1,1,a01,26/30,v,,thứ 3,- - - 4 5 6 - - - - - - - - - -,c5-101,1,
ch5601,thiết kế p&id trong công nghiệp,3,ch01,51/80,v,nguyễn thành duy quang,thứ 7,- - - - - - - - - - - - 13 14 15 -,b4-501,1,
tr2033,kỹ thuật chế tạo,3,l01_l01,17/60,v,trần văn tạo,,,,,
ee5287,phương pháp tối ưu và ứng dụng,3,ch01,11/60,v,hà hoàng kha,chủ nhật,- - - - - - 7 8 9 - - - - - - -,b6-305,1,
ci7707,tiểu luận tổng quan,0,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
en4323,luận văn tốt nghiệp (kmt,9,t01,1/500,v,phan thanh lâm,chưa biết,--,------,1,
co4029,đồ án chuyên ngành,2,a01,4/60,v,chưa/đang phân công,chưa biết,--,------,1,
co4029,đồ án chuyên ngành,2,a02,1/60,v,chưa/đang phân công,chưa biết,--,------,1,
co4029,đồ án chuyên ngành,2,cc01,38/60,v,chưa/đang phân công,chưa biết,--,------,1,
co4029,đồ án chuyên ngành,2,l01,95/97,v,chưa/đang phân công,chưa biết,--,------,2,
co4029,đồ án chuyên ngành,2,t01,1/500,v,chưa/đang phân công,chưa biết,--,------,1,
ci5097,kỹ thuật xử lý nền đất yếu,2,ch01,6/50,v,đỗ thanh hải,thứ 2,- - - - - - - - - - - - 13 14 15 -,b1-301,1,
en4317,luận văn tốt nghiệp (qlm,9,a01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
en4317,luận văn tốt nghiệp (qlm,9,cc01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
en4317,luận văn tốt nghiệp (qlm,9,l01,0/900,v,chưa/đang phân công,chưa biết,--,------,2,
en4317,luận văn tốt nghiệp (qlm,9,t01,0/500,v,đào thị việt hương,chưa biết,--,------,1,
ch4085,h/học &c/nghệ chất hđbm,3,cc01,38/60,v,lê thị hồng nhan,thứ 7,- - 3 4 - - - - - - - - - - - -,b4-502,1,
ch4085,h/học &c/nghệ chất hđbm,3,l01,31/60,v,phan nguyễn quỳnh anh,thứ 3,- 2 3 - - - - - - - - - - - - -,h1-310,2,
ch4085,h/học &c/nghệ chất hđbm,3,l02,54/60,v,phan nguyễn quỳnh anh,thứ 3,- - - 4 5 - - - - - - - - - - -,h3-304,2,
im6033,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1,9,ch01,0/200,v,mai thị mỹ quyên,chưa biết,--,------,1,
ee5119,cấu trúc và vận hành thị trường điện,3,ch01,3/10,v,võ ngọc điều,chưa biết,--,------,1,
as7043,kỹ thuật đo và xử lý số liệu,3,ch01,1/60,v,nguyễn tường long,chưa biết,--,------,1,
as5165,tin học y sinh học,3,ch01,8/60,v,,thứ 7,- 2 3 4 - - - - - - - - - - - -,b4-402,1,
im5129,chuyển đổi số trong bệnh viện,3,ch01,32/60,v,phạm quốc trung,thứ 7,- - 3 4 5 - - - - - - - - - - -,b4-303,1,
