code,name,credit,program,size,language,teacher,dayOfWeek,slot,room,branch,weeks
me1021,vật lý điện từ,4,cc01_cc01,61/70,v,nguyễn duy anh,,,,,
me1021,vật lý điện từ,4,cc02_cc02,53/70,v,truong ngoc cuong,,,,,
me1021,vật lý điện từ,4,cc03_cc03,60/70,v,,,,,,
me1021,vật lý điện từ,4,l01_l01,71/80,v,truong ngoc cuong,,,,,
me1021,vật lý điện từ,4,l02_l02,40/80,v,phạm ơng tng,,,,,
ee5147,điện tử công suất trong hệ thống điện gió và mặt trời,2,ch01,11/80,v,nguyễn văn nhờ,chủ nhật,- - - - - - 7 8 9 - - - - - - -,a4-507,1,
ma5059,thực tập quy trình sản xuất vật liệu,3,ch01,5/80,v,,chưa biết,--,------,1,
me3003,dung sai và kỹ thuật đo,3,cc01_cc01,21/25,v,bành quốc nguyên,,,,,
me3003,dung sai và kỹ thuật đo,3,l01_l01,25/25,v,trương quốc thanh,,,,,
me3003,dung sai và kỹ thuật đo,3,l01_l02,25/25,v,trương quốc thanh,,,,,
me3003,dung sai và kỹ thuật đo,3,l01_l03,23/25,v,trương quốc thanh,,,,,
tr3011,khí động lực học 2,3,l01_l01,68/70,v,lê thị hồng hiếu,,,,,
as2055,cơ kỹ thuật đại cương,3,a01_a01,22/30,v,nguyễn tường long,,,,,
as2055,cơ kỹ thuật đại cương,3,a01_a02,23/30,v,nguyễn tường long,,,,,
as2055,cơ kỹ thuật đại cương,3,l01_l01,30/30,v,nguyễn tường long,,,,,
as2055,cơ kỹ thuật đại cương,3,l01_l02,30/30,v,nguyễn tường long,,,,,
im1023,quảnlý sảnxuất cho kỹ sư,3,a01,60/60,v,nguyễn thùy trang,thứ 5,- - - - - - - - - 10 11 - - - - -,b4-403,1,
im1023,quảnlý sảnxuất cho kỹ sư,3,cc01,78/80,v,nguyễn thùy trang,thứ 5,- - - - - - - 8 9 - - - - - - -,c4-301,1,
im1023,quảnlý sảnxuất cho kỹ sư,3,l01,120/120,v,nguyễn thùy trang,thứ 4,- - - - - - - 8 9 - - - - - - -,h6-802,2,
im1023,quảnlý sảnxuất cho kỹ sư,3,l02,120/120,v,nguyễn thùy trang,thứ 4,- - - - - - - - - 10 11 - - - - -,h2-207,2,
ma3137,kỹ thuật xúc tác,3,a01,17/60,v,,thứ 4,- - - - 5 6 - - - - - - - - - -,b4-401,1,
as6069,đề án tốt nghiệp,9,ch01,1/100,v,nguyễn thanh nhã,chưa biết,--,------,1,
iu4311,đề cương luận văn tn,0,t01,0/500,v,đặng anh duy,chưa biết,--,------,1,
me6087,luận văn thạc sĩ nghiên cứu,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
me5129,thị giác máy tính,3,ch01,13/60,v,lê đức hạnh,thứ 7,- - 3 4 5 - - - - - - - - - - -,b4-401,1,
ee3165,thiet ke vi mach,3,a01,23/60,v,nguyễn tuấn hùng,thứ 3,- - - 4 5 - - - - - - - - - - -,b1-310,1,
ee3165,thiet ke vi mach,3,l01,80/80,v,trần hoàng quân,thứ 3,- - - - - - - - 9 10 - - - - - -,h6-510,2,
ee3165,thiet ke vi mach,3,l02,48/80,v,trần hoàng quân,thứ 3,- - - - - - - - - - 11 12 - - - -,h3-103,2,
ee3165,thiet ke vi mach,3,l03,45/80,v,,thứ 4,- 2 3 - - - - - - - - - - - - -,h3-302,2,
ee3165,thiet ke vi mach,3,l04,80/80,v,,thứ 4,- - - 4 5 - - - - - - - - - - -,h1-802,2,
ci3245,kỹ thuật chất kết dính,3,l01_l01,18/60,v,nguyễn ngọc thành,,,,,
ci7683,luận án tiến sĩ - phần 3,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ge3141,địa thống kê,3,l01,15/80,v,kiều lê thủy chung,thứ 2,- - - - - - - 8 9 - - - - - - -,h1-202,2,
as5297,xác suất thống kê,3,ch01,5/56,v,,thứ 6,- - - - - - - - - - - - 13 14 15 -,b1-309,1,
me7349,luận án tiến sĩ - phần 5,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
co1029,đồ án hệ thống số,1,l01,5/100,v,chưa/đang phân công,chưa biết,--,------,2,
as5159,cơ sở laser và ứng dụng,3,ch01,25/80,v,trần trung nghĩa,thứ 6,- - - - - - - - - - - - 13 14 15 -,a4-411,1,
co4321,đề cương luận văn tn,0,t01,1/500,v,chưa/đang phân công,chưa biết,--,------,1,
ge7185,chuyên đề tiến sĩ - phần 1,0,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee6083,luận văn thạc sĩ nghiên cứu,15,ch01,1/200,v,chưa/đang phân công,chưa biết,--,------,1,
en4027,đamh xử lý khí thải &ctr,2,a01,0/900,v,phan thanh lâm,chưa biết,--,------,1,
en4027,đamh xử lý khí thải &ctr,2,cc01,3/900,v,phan thanh lâm,chưa biết,--,------,1,
en4027,đamh xử lý khí thải &ctr,2,l01,6/900,v,phan thanh lâm,chưa biết,--,------,2,
en4027,đamh xử lý khí thải &ctr,2,t01,0/500,v,phan thanh lâm,chưa biết,--,------,1,
ge6041,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1,9,ch01,3/100,v,chưa/đang phân công,chưa biết,--,------,1,
ci4457,đồ án tốt nghiệp,4,a01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
ci4457,đồ án tốt nghiệp,4,cc01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
ci4457,đồ án tốt nghiệp,4,l01,8/9000,v,,chưa biết,--,------,2,
ci4457,đồ án tốt nghiệp,4,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
me3115,thiết kế trang phục 2,3,l01_l01,14/30,v,nguyễn thị mộng hiền,,,,,
iu3067,công nghệ lạnh &điều hòa,3,l01_l01,17/25,v,bùi thanh luân,,,,,
me7299,chuyên đề tiến sĩ - phần 1,0,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
sp1039,lịch sử đảng cộng sản vn,2,a01,120/120,v,đào thị bích hồng,thứ 4,- 2 3 - - - - - - - - - - - - -,c5-hoitruong,1,
sp1039,lịch sử đảng cộng sản vn,2,a02,120/120,v,đào thị bích hồng,thứ 4,- - - 4 5 - - - - - - - - - - -,c4-503,1,
sp1039,lịch sử đảng cộng sản vn,2,cc01,138/140,v,,thứ 5,- 2 3 - - - - - - - - - - - - -,c5-hoitruong,1,
sp1039,lịch sử đảng cộng sản vn,2,cc02,140/140,v,,thứ 5,- - - 4 5 - - - - - - - - - - -,c5-hoitruong,1,
sp1039,lịch sử đảng cộng sản vn,2,cc03,140/140,v,đào thị bích hồng,thứ 5,- - - - - - 7 8 - - - - - - - -,c5-hoitruong,1,
sp1039,lịch sử đảng cộng sản vn,2,cc04,72/140,v,đào thị bích hồng,thứ 5,- - - - - - - - 9 10 - - - - - -,c5-hoitruong,1,
sp1039,lịch sử đảng cộng sản vn,2,cc05,135/140,v,nguyễn hữu kỷ tỵ,thứ 2,- - - - - - - - 9 10 - - - - - -,b6-gdb6,1,
sp1039,lịch sử đảng cộng sản vn,2,cc06,56/140,v,nguyễn hữu kỷ tỵ,thứ 2,- - - - - - - - - - 11 12 - - - -,b6-gdb6,1,
sp1039,lịch sử đảng cộng sản vn,2,l01,197/320,v,nguyễn hữu kỷ tỵ,thứ 6,- - - - - - - - 9 10 - - - - - -,h6-gdh6,2,
sp1039,lịch sử đảng cộng sản vn,2,l02,320/320,v,,thứ 2,- - - - - - 7 8 - - - - - - - -,h1-gdh1,2,
sp1039,lịch sử đảng cộng sản vn,2,l03,320/320,v,,thứ 4,- 2 3 - - - - - - - - - - - - -,h6-gdh6,2,
sp1039,lịch sử đảng cộng sản vn,2,l04,318/320,v,nguyễn hữu kỷ tỵ,thứ 5,- - - - - - 7 8 - - - - - - - -,h6-gdh6,2,
sp1039,lịch sử đảng cộng sản vn,2,l06,302/320,v,đào thị bích hồng,thứ 3,- - - - - - - 8 9 - - - - - - -,h1-gdh1,2,
sp1039,lịch sử đảng cộng sản vn,2,l07,187/320,v,nguyễn hữu kỷ tỵ,thứ 6,- - - - - - - - - - 11 12 - - - -,h6-gdh6,2,
me4543,đề cương luận văn tn(cnm,0,t01,0/500,v,lê song thanh quỳnh,chưa biết,--,------,1,
me4327,đồ án tốt nghiệp (cdt),4,a01,24/9000,v,phùng trí công,chưa biết,--,------,1,
me4327,đồ án tốt nghiệp (cdt),4,cc01,97/9000,v,phùng trí công,chưa biết,--,------,1,
me4327,đồ án tốt nghiệp (cdt),4,l01,101/9000,v,phùng trí công,chưa biết,--,------,2,
me4327,đồ án tốt nghiệp (cdt),4,t01,10/500,v,phùng trí công,chưa biết,--,------,1,
tr4021,kỹthuật chẩnđoán &bd ôtô,3,l01_l01,24/30,v,,,,,,
as5167,y học hạt nhân và kỹ thuật xạ trị,3,ch01,9/40,v,huỳnh quang linh,thứ 7,- - - - - - 7 8 9 - - - - - - -,b4-402,1,
tr5021,kỹ thuật thiết kế phương tiện gtvt hiện đại,3,ch01,8/80,v,trần hữu nhân,thứ 4,- - - - - - - - - - - - 13 14 15 -,b1-310,1,
me6099,chuyên đề nghiên cứu trước luận văn,9,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
me4133,ht plc trong robot &tđh,3,l01_l01,17/25,v,nguyễn minh tuấn,,,,,
mt1009,phương pháp tính,3,a01,52/80,v,,thứ 2,- - - - - - - 8 9 - - - - - - -,b1-303,1,
mt1009,phương pháp tính,3,a02,69/80,v,nguyễn xuân duy bảo,thứ 4,- - - - - - - 8 9 - - - - - - -,c4-502,1,
mt1009,phương pháp tính,3,cc01,76/90,v,,thứ 4,- - - - - - - - 9 10 - - - - - -,b4-406,1,
mt1009,phương pháp tính,3,cc03,46/90,v,nguyễn anh khoa,thứ 5,- 2 3 - - - - - - - - - - - - -,b4-406,1,
mt1009,phương pháp tính,3,cc04,80/80,v,lê thái thanh,thứ 6,- 2 3 - - - - - - - - - - - - -,b1-208,1,
mt1009,phương pháp tính,3,cc05,80/80,v,,thứ 2,- - - 4 5 - - - - - - - - - - -,b1-208,1,
mt1009,phương pháp tính,3,cc06,37/80,v,nguyễn anh khoa,thứ 5,- - - 4 5 - - - - - - - - - - -,b4-502,1,
mt1009,phương pháp tính,3,l01,139/140,v,nguyễn anh khoa,thứ 6,- 2 3 - - - - - - - - - - - - -,h2-206,2,
mt1009,phương pháp tính,3,l02,140/140,v,đậu thế phiệt,thứ 5,- - - 4 5 - - - - - - - - - - -,h2-301,2,
mt1009,phương pháp tính,3,l03,146/140,v,đậu thế phiệt,thứ 5,- - - - - - - - 9 10 - - - - - -,h2-306,2,
mt1009,phương pháp tính,3,l04,140/140,v,đậu thế phiệt,thứ 5,- - - - - - - - - - 11 12 - - - -,h2-306,2,
mt1009,phương pháp tính,3,l05,140/140,v,nguyễn anh khoa,thứ 3,- 2 3 - - - - - - - - - - - - -,h2-201,2,
mt1009,phương pháp tính,3,l06,140/140,v,,thứ 4,- - - - - - - - - - 11 12 - - - -,h2-206,2,
mt1009,phương pháp tính,3,l07,140/140,v,đậu thế phiệt,thứ 5,- 2 3 - - - - - - - - - - - - -,h2-206,2,
mt1009,phương pháp tính,3,l08,141/140,v,đậu thế phiệt,thứ 2,- - - - - - - - - 10 11 - - - - -,h2-206,2,
mt1009,phương pháp tính,3,l09,140/140,v,,thứ 6,- - - - - - - - - 10 11 - - - - -,h2-201,2,
mt1009,phương pháp tính,3,l10,140/140,v,đặng văn vinh,thứ 3,- - - - - - - 8 9 - - - - - - -,h2-306,2,
mt1009,phương pháp tính,3,l11,150/140,v,,thứ 4,- - - - - - - 8 9 - - - - - - -,h2-301,2,
mt1009,phương pháp tính,3,l13,130/130,v,nguyễn anh khoa,thứ 3,- - - 4 5 - - - - - - - - - - -,h2-207,2,
ch5509,khoa học cảm quan,3,ch01,12/60,v,nguyễn quang long,thứ 7,- 2 3 4 5 6 - - - - - - - - - -,b4-403,1,
me6103,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1,9,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
gk5037,chuyên đề nghiên cứu: phân tích và xử lý dữ liệu đa chiều,3,ch01,27/60,v,nguyễn hoàng dũng,thứ 7,- 2 3 4 - - - - - - - - - - - -,b4-302,1,
ch2003,hóa lý 1,3,cc01,27/60,v,ngô mạnh thắng,thứ 6,- - - - - - - - 9 10 - - - - - -,b4-402,1,
ch2003,hóa lý 1,3,l01,85/80,v,nguyễn trường sơn,thứ 3,- - - - - - - - 9 10 - - - - - -,h6-516,2,
co5095,kiến trúc hệ thống hiện đại,3,ch01,92/90,v,trần ngọc thịnh,chủ nhật,- - - - - - 7 8 9 - - - - - - -,b4-406,1,
co5095,kiến trúc hệ thống hiện đại,3,im01,30/40,ta,trần ngọc thịnh,chủ nhật,- - - - - - - - - 10 11 12 - - - -,a4-507,1,
im5151,thực tập quản trị bệnh viện 1,3,ch01,13/100,v,nguyễn văn tuấn,chưa biết,--,------,1,
ci7585,luận án tiến sĩ - phần 4,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ch5625,độc chất học và ứng dụng trong công nghiệp,3,ch01,38/60,v,hà cẩm anh,thứ 6,- - - - - - - - - - - - 13 14 15 -,b4-403,1,
me6117,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1,9,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
co3055,thực tập công nghệ pm,2,a01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
co3055,thực tập công nghệ pm,2,cc01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
ch7623,luận án tiến sĩ - chuẩn bị,12,ns01,0/200,v,trần văn nguyên,chưa biết,--,------,1,
im1025,quản lý dự án cho kỹ sư,3,a01,80/80,v,hà văn hiệp,thứ 3,- - - - - - 7 8 - - - - - - - -,c5-303,1,
im1025,quản lý dự án cho kỹ sư,3,a02,60/60,v,hà văn hiệp,thứ 4,- 2 3 - - - - - - - - - - - - -,b4-504,1,
im1025,quản lý dự án cho kỹ sư,3,cc01,80/80,v,huỳnh thị phương lan,thứ 4,- 2 3 - - - - - - - - - - - - -,c5-303,1,
im1025,quản lý dự án cho kỹ sư,3,cc02,81/81,v,nguyễn bắc nguyên,thứ 4,- - - 4 5 - - - - - - - - - - -,b6-306,1,
im1025,quản lý dự án cho kỹ sư,3,cc03,80/80,v,nguyễn thị đức nguyên,thứ 2,- 2 3 - - - - - - - - - - - - -,c4-402,1,
im1025,quản lý dự án cho kỹ sư,3,l01,140/140,v,,thứ 2,- 2 3 - - - - - - - - - - - - -,h2-201,2,
im1025,quản lý dự án cho kỹ sư,3,l02,140/140,v,hàng lê cẩm phương,thứ 3,- - - 4 5 - - - - - - - - - - -,h2-201,2,
im1025,quản lý dự án cho kỹ sư,3,l03,135/135,v,,thứ 2,- - - 4 5 - - - - - - - - - - -,h2-306,2,
im1025,quản lý dự án cho kỹ sư,3,l04,135/135,v,hàng lê cẩm phương,thứ 3,- 2 3 - - - - - - - - - - - - -,h2-306,2,
im1025,quản lý dự án cho kỹ sư,3,l05,135/135,v,võ thị ngọc trân,thứ 4,- - - - - - - 8 9 - - - - - - -,h2-201,2,
im1025,quản lý dự án cho kỹ sư,3,l06,134/135,v,võ thị ngọc trân,thứ 4,- - - - - - - - - 10 11 - - - - -,h2-401,2,
im1025,quản lý dự án cho kỹ sư,3,l07,120/120,v,huỳnh thị phương lan,thứ 5,- 2 3 - - - - - - - - - - - - -,h2-201,2,
ee7127,luận án tiến sĩ - phần 1,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee5321,điều khiển tối ưu,3,ch01,16/80,v,,chủ nhật,- 2 3 4 - - - - - - - - - - - -,a4-412,1,
en7257,chuyên đề tiến sĩ - phần 1,0,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
me7307,luận án tiến sĩ - phần 2,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ci7717,luận án tiến sĩ - phần 2,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee4345,đồ án 2 (thiết kế vi mạch),2,a01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
ee4345,đồ án 2 (thiết kế vi mạch),2,cc01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
ee4345,đồ án 2 (thiết kế vi mạch),2,l01,0/500,v,chưa/đang phân công,chưa biết,--,------,2,
ci1077,nguyên lý kinh tế học,3,l01_l01,80/80,v,trần ngọc trí nhân,,,,,
ci1077,nguyên lý kinh tế học,3,l02_l02,62/80,v,trần ngọc trí nhân,,,,,
im4315,đề cương luận văn tn,0,t01,0/500,v,,chưa biết,--,------,1,
ci3261,c/sở t/kế công trình cầu,3,cc01_cc01,7/60,v,trần nguyễn hoàng hùng,,,,,
ci3261,c/sở t/kế công trình cầu,3,l01_l01,60/60,v,lê bá khánh,,,,,
ch204b,q/tr & th/bị tr/nhiệt(mr,0,tnhc,1/20,v,chưa/đang phân công,chưa biết,--,------,1,
en2047,kinh tế tài nguyên & mt,3,l01,27/60,v,đào thị việt hương,thứ 6,- 2 3 - - - - - - - - - - - - -,h1-106,2,
ee1031,đồ án bs kỹ thuật số,1,l01,1/100,v,phan võ kim anh,chưa biết,--,------,2,
me2129,cở sở thiết kế máy,3,l01_l01,110/120,v,vũ như phan thiện,,,,,
ge7171,luận án tiến sĩ - chuẩn bị,12,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
im3085,tài chính quốc tế,3,cc01,20/70,v,nguyễn tiến dũng,thứ 5,- - - - - - - - 9 10 - - - - - -,b4-305,1,
im3085,tài chính quốc tế,3,l01,25/120,v,nguyễn tiến dũng,thứ 3,- - - 4 5 - - - - - - - - - - -,h1-210,2,
ee5323,động lực học và điều khiển robot,3,ch01,10/60,v,,chủ nhật,- - - - - - 7 8 9 - - - - - - -,b4-303,1,
ci2135,cơ kết cấu,3,l01_l01,81/80,v,,,,,,
ee3107,thông tin di động,3,l01,42/60,v,nguyễn văn hiếu,thứ 2,- - - - - - - - - - 11 12 - - - -,h6-213,2,
iu3063,công nghệ khí nén,3,l01_l01,32/35,v,bùi thanh luân,,,,,
tr2005,cơ học vật rắn biến dạng,3,cc01_cc01,63/80,v,nguyễn song thanh thảo,,,,,
tr2005,cơ học vật rắn biến dạng,3,l01_l01,66/80,v,nguyễn song thanh thảo,,,,,
ci4187,thiên tai &b/đổi khí hậu,3,l01_l01,80/80,v,nguyễn danh thảo,,,,,
ci2093,đamh kết cấu bêtông ct1,1,a01,7/900,v,nguyễn minh long,chưa biết,--,------,1,
ci2093,đamh kết cấu bêtông ct1,1,cc01,0/900,v,,chưa biết,--,------,1,
ci2093,đamh kết cấu bêtông ct1,1,l01,4/900,v,trần thái minh chánh,chưa biết,--,------,2,
co5185,kiến trúc phần mềm,3,ch01,42/80,v,trương thị thái minh,chủ nhật,- - - - - - - - - 10 11 12 - - - -,b1-306,1,
ge6045,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
co7273,luận án tiến sĩ - phần 1,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ch5699,hóa hữu cơ nâng cao,3,ch01,55/80,v,phan thị hoàng anh,thứ 7,- - 3 4 5 - - - - - - - - - - -,b4-305,1,
co6035,đề án tốt nghiệp,9,ch01,47/100,v,chưa/đang phân công,chưa biết,--,------,1,
co6035,đề án tốt nghiệp,9,im01,5/100,ta,chưa/đang phân công,chưa biết,--,------,1,
ci3057,kỹ thuật bê tông,3,l01_l01,22/30,v,bùi đức vinh,,,,,
co6023,chuyên đề nghiên cứu trước luận văn,15,ch01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee5191,hệ thống thông tin nâng cao,3,ch01,16/50,v,nguyễn quang nam,thứ 3,- - - - - - - - - - - - 13 14 15 -,b1-314,1,
co5161,mật mã học ứng dụng,3,ch01,33/80,v,trương tuấn anh,chủ nhật,- - 3 4 5 - - - - - - - - - - -,b4-502,1,
ch6051,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3,15,ch01,0/200,v,lê thị thủy tiên,chưa biết,--,------,1,
me3289,thiết kế chuyền,3,l01,13/60,v,lê song thanh quỳnh,thứ 5,- 2 3 - - - - - - - - - - - - -,h6-205,2,
ee3167,thiết kế & pt ứ/dụng iot,3,l01,60/60,v,,thứ 2,- - - 4 5 - - - - - - - - - - -,h1-312,2,
me3291,mỹ thuật trang phục,3,l01,19/60,v,nguyễn thị mộng hiền,thứ 6,- 2 3 - - - - - - - - - - - - -,h6-313,2,
co7277,luận án tiến sĩ - phần 3,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
as6093,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 3,15,ch01,2/200,v,trần trung nghĩa,chưa biết,--,------,1,
la2007,tiếng nhật 4,0,a01,20/30,v,phạm thị thúy linh,chưa biết,--,------,1,
ge3203,ưd gis &v/thám trg ql tn,3,l01_l01,2/60,v,trần anh tú,,,,,
ge3203,ưd gis &v/thám trg ql tn,3,l01_l02,1/60,v,trần anh tú,,,,,
ch6089,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1,9,ch01,0/200,v,trần văn nguyên,chưa biết,--,------,1,
en5135,chính sách quản lý chất thải bền vững,3,ch01,9/80,v,ngô thị ngọc lan thảo,chủ nhật,- - - - - - 7 8 9 - - - - - - -,b1-201,1,
me5197,ứng dụng trí tuệ nhân tạo trong các hệ thống cơ điện tử,3,ch01,16/60,v,phùng thanh huy,thứ 6,- - - - - - - - - - - - 13 14 15 -,b4-301,1,
as6087,luận văn thạc sĩ nghiên cứu,15,ch01,0/200,v,trần trung nghĩa,chưa biết,--,------,1,
ci5253,kết cấu tấm vỏ,3,ch01,10/56,v,lương văn hải,chủ nhật,- - - - - - - - 9 10 11 - - - - -,b1-203,1,
me4003,thiết kế hệ thống cơ khí,3,l01_l01,16/60,v,nguyễn văn thạnh,,,,,
ee4007,đồ án 2 (ktđ),2,a01,13/100,v,chưa/đang phân công,chưa biết,--,------,1,
ee4007,đồ án 2 (ktđ),2,cc01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
ee4007,đồ án 2 (ktđ),2,l01,37/65,v,chưa/đang phân công,chưa biết,--,------,2,
ee4007,đồ án 2 (ktđ),2,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
ma2029,thực tập kỹ thuật (vsi),1,l01,1/100,v,nguyễn vũ uyên nhi,chưa biết,--,------,2,
ge3161,q/lý dự án trong kt tntđ,3,l01_l01,11/60,v,đặng thương huyền,,,,,
ci5035,kỹ thuật xử lý nước thải,3,a01,16/60,v,nguyễn phước dân,,,,,
ge5031,thực tập công ty,3,ch01,0/80,v,đặng thương huyền,chưa biết,--,------,1,
tr3055,các hệ thời gian thực,3,cc01,15/40,v,ngô hà quang thịnh,thứ 3,- - - 4 5 - - - - - - - - - - -,b10-206,1,
ci3269,sức bền vật liệu,3,l01_l01,61/60,v,bui van hong linh,,,,,
me4625,kỹ năng lãnh đạo,3,cc01,65/70,v,phan thành nhân,thứ 6,- - - 4 5 - - - - - - - - - - -,b4-502,1,
me4625,kỹ năng lãnh đạo,3,l01,70/70,v,phan thành nhân,thứ 3,- 2 3 - - - - - - - - - - - - -,h6-214,2,
me4625,kỹ năng lãnh đạo,3,l02,70/70,v,phan thành nhân,thứ 3,- - - 4 5 - - - - - - - - - - -,h6-206,2,
me4625,kỹ năng lãnh đạo,3,l03,70/70,v,phan thành nhân,thứ 5,- 2 3 - - - - - - - - - - - - -,h6-306,2,
me4625,kỹ năng lãnh đạo,3,l04,75/70,v,phan thành nhân,thứ 5,- - - 4 5 - - - - - - - - - - -,h6-313,2,
me4625,kỹ năng lãnh đạo,3,l05,70/70,v,phan thành nhân,thứ 3,- - - - - - 7 8 - - - - - - - -,h6-112,2,
im6043,chuyên đề nghiên cứu trước luận văn,15,ch01,0/200,v,nguyễn văn tuấn,chưa biết,--,------,1,
ci3291,lãnh đạo &quản lý dự án,3,l01,90/90,v,châu phương khanh,,,,,
ma4071,đồ án chuyên ngành,2,a01,0/900,v,chưa/đang phân công,chưa biết,--,------,1,
ma4071,đồ án chuyên ngành,2,cc01,1/60,v,chưa/đang phân công,chưa biết,--,------,1,
ma4071,đồ án chuyên ngành,2,l01,16/60,v,chưa/đang phân công,chưa biết,--,------,2,
ma4071,đồ án chuyên ngành,2,t01,0/500,v,chưa/đang phân công,chưa biết,--,------,1,
ch2045,vi sinh thực phẩm,3,cc01,48/70,v,,thứ 4,- - - - - - - 8 9 - - - - - - -,b8-304,1,
ch2045,vi sinh thực phẩm,3,cc02,10/60,v,,thứ 5,- - - - - - 7 8 - - - - - - - -,b4-403,1,
ch2045,vi sinh thực phẩm,3,l01,57/60,v,,thứ 6,- - - 4 5 - - - - - - - - - - -,h6-415,2,
ci5379,phương pháp phần tử hữu hạn,3,ch01,12/80,v,nguyễn hồng ân,thứ 7,- - - - - - - - - - - - 13 14 15 -,b1-213,1,
co5077,bảo mật phần mềm,3,ch01,54/80,v,trương tuấn anh,thứ 7,- - - - - - - - - 10 11 12 - - - -,b9-202,1,
co5077,bảo mật phần mềm,3,im01,12/40,ta,trương tuấn anh,thứ 6,- - - - - - - - - - - - 13 14 15 -,a4-506,1,
me7327,luận án tiến sĩ - phần 3,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
as7151,chuyên đề tiến sĩ - phần 2,0,ns01,0/200,v,trương tích thiện,chưa biết,--,------,1,
ch3017,côngnghệ chếbiến th/phẩm,3,cc01,25/60,v,lê văn việt mẫn,thứ 3,- - - - - - - - 9 10 - - - - - -,a4-410,1,
ch3017,côngnghệ chếbiến th/phẩm,3,l01,67/60,v,lê văn việt mẫn,thứ 5,- - - - - - - 8 9 - - - - - - -,h6-214,2,
ci7567,luận án tiến sĩ - phần 4,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee7171,luận án tiến sĩ - phần 5,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ee5217,"sản xuất, kiểm tra và đóng gói",3,ch01,46/80,v,hoàng trang,thứ 3,- - - - - - - - - - - - 13 14 15 -,b10-207,1,
me7319,chuyên đề tiến sĩ - phần 2,0,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ch7575,luận án tiến sĩ - phần 3,15,ns01,0/200,v,lê thị thủy tiên,chưa biết,--,------,1,
co7269,chuyên đề tiến sĩ - phần 2,0,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
ci7615,luận án tiến sĩ - phần 5,15,ns01,0/200,v,chưa/đang phân công,chưa biết,--,------,1,
me6075,luận văn thạc sĩ nghiên cứu chuyên sâu - phần 1,9,ch01,1/100,v,chưa/đang phân công,chưa biết,--,------,1,
me4059,luận văn tốt nghiệp (mxd,9,t01,1/500,v,trần quang phước,chưa biết,--,------,1,
me2099,nhiệt đ/lực học kỹ thuật,3,l01_l01,30/30,v,lê chí hiệp,,,,,
me2099,nhiệt đ/lực học kỹ thuật,3,l01_l02,26/30,v,lê chí hiệp,,,,,
me2099,nhiệt đ/lực học kỹ thuật,3,l02_l03,30/30,v,lê chí hiệp,,,,,
me2099,nhiệt đ/lực học kỹ thuật,3,l02_l04,26/30,v,lê chí hiệp,,,,,
as7131,chuyên đề tiến sĩ - phần 1,0,ns01,0/200,v,,chưa biết,--,------,1,
im3097,chuyển đổi cung ứng kts,3,l01,52/60,v,huỳnh bảo tuân,thứ 5,- 2 3 - - - - - - - - - - - - -,h3-302,2,
ci4153,bê tông đặc biệt cho ct,3,l01_l01,17/20,v,bùi đức vinh,,,,,
ci2045,hệ thống thôngtin địa lý,3,l01_l01,14/30,v,châu phương khanh,,,,,
